,height1,width1,height2,width2,shape,area,size,HtoW,numbFPspecies,days,years,TOTALN,TOTALP,N_to_P,initial_perc_SAV_cover,initial_perc_SAV_cells_occupied,SAV_biomass_per_cell,initial_perc_FP_cover,initial_perc_FP_cells_occupied,FP_biomass_per_cell,initialSAVcells,initial01cells,initial02cells,initial03cells,initial04cells,initialSAVtotmass,initial01totmass,initial02totmass,initial03totmass,initial04totmass,neigh_thresh_SAV,focal_thresh_SAV,amnt_colonize_SAV,neigh_thresh_FP,focal_thresh_FP,amnt_colonize_FP,maxSAVrgr,maxrgr01,maxrgr02,maxrgr03,maxrgr04,lightlimitationSAV,lightlimitation01,lightlimitation02,lightlimitation03,lightlimitation04,halfsatNSAV,halfsatN01,halfsatN02,halfsatN03,halfsatN04,shadingbyFP,lightattenuation,lossSAV,lossFP,uptakeNSAV,uptakeN01,uptakeN02,uptakeN03,uptakeN04,uptakePSAV,uptakeP01,uptakeP02,uptakeP03,uptakeP04,overwinterSAV,overwinter01,overwinter02,overwinter03,overwinter04,wind_shape1,wind_shape2,wind_avg,wind_stdev,prob_down,prob_up,prob_left,prob_right,wind_direction,full_thresh_wind,mix_freq,SAV_end_yr01,SAV_end_yr02,SAV_end_yr03,SAV_end_yr04,FP_end_yr01,FP_end_yr02,FP_end_yr03,FP_end_yr04,TOTALN_end_yr01,TOTALN_end_yr02,TOTALN_end_yr03,TOTALN_end_yr04
473,100,100,5,5,rectangle,10000,large,1,1,75,8,1,0.25,4,45,45,100,15,15,100,4500,1500,0,0,0,450000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,2.075325698,0.021118715,0.000178618,1.51E-06,1.00E-08,1.00E-08,1.00E-08,1.00E-08
474,100,100,5,5,rectangle,10000,large,1,1,75,8,1,0.25,4,45,45,100,30,30,100,4500,3000,0,0,0,450000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,3.681197791,0.037693677,0.000319045,2.70E-06,1.00E-08,1.00E-08,1.00E-08,1.00E-08
475,100,100,5,5,rectangle,10000,large,1,1,75,8,1,0.25,4,45,45,100,45,45,100,4500,4500,0,0,0,450000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,99.9918319,100,100,100,5.35474533,0.053495978,0.000453049,3.83E-06,1.00E-08,1.00E-08,1.00E-08,1.00E-08
476,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,64.64548051,95.22424682,99.44746537,100,15.64074,1.683434598,0.090234578,0.003297943,0.00123691,1.00E-08,1.00E-08,1.00E-08
477,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,39.09521035,73.00826714,96.65511866,100,43.74035526,7.748645199,1.106064397,0.047557176,0.005716754,4.66E-08,1.00E-08,1.00E-08
478,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,15.13874019,21.78832795,40.65008788,74.02217291,77.68235393,62.09204042,21.23157763,6.65783881,0.023789482,0.012518401,0.000182925,1.90E-08
479,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,6.847573513,7.763412271,8.706211314,11.30727297,93.64976741,94.91878701,93.16714766,84.72218376,0.033283288,0.034574637,0.028039507,0.017655823
480,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,1,1,100,45,45,100,100,4500,0,0,0,10000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,5.312900709,5.896632936,6.410552986,6.951437906,97.65386954,97.01826754,96.43225353,95.55995218,0.042417063,0.045652882,0.042534021,0.03600476
481,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,5,5,100,1,1,100,500,100,0,0,0,50000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,94.82274946,100,100,100,3.601462442,0.195669156,0.006921546,0.000245173,1.00E-08,1.00E-08,1.00E-08,1.00E-08
482,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,5,5,100,5,5,100,500,500,0,0,0,50000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,75.11576179,100,100,100,14.92551055,1.325225516,0.048033684,0.001701785,6.09E-08,1.00E-08,1.00E-08,1.00E-08
483,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,5,5,100,15,15,100,500,1500,0,0,0,50000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,50.496513,98.02108658,100,100,27.31097253,4.842992797,0.234303894,0.008309541,2.97E-06,1.00E-08,1.00E-08,1.00E-08
484,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,5,5,100,30,30,100,500,3000,0,0,0,50000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,35.46880463,87.17324944,99.99233803,100,38.3471821,9.275262784,0.745924153,0.026635739,0.000555869,1.00E-08,1.00E-08,1.00E-08
485,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,30.94123341,85.45108627,100,100,41.06384477,11.39793828,1.040366275,0.03724402,0.000310905,1.01E-08,1.00E-08,1.00E-08
486,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,15,15,100,1,1,100,1500,100,0,0,0,150000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,99.33470487,100,100,100,1.037406863,0.044116575,0.001560101,5.53E-05,1.00E-08,1.00E-08,1.00E-08,1.00E-08
487,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,15,15,100,5,5,100,1500,500,0,0,0,150000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,96.30029715,100,100,100,4.352020615,0.214351605,0.007585913,0.000268738,1.00E-08,1.00E-08,1.00E-08,1.00E-08
488,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,15,15,100,15,15,100,1500,1500,0,0,0,150000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,93.35422076,100,100,100,11.44881863,0.720981421,0.025591012,0.000906647,1.00E-08,1.00E-08,1.00E-08,1.00E-08
489,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,15,15,100,30,30,100,1500,3000,0,0,0,150000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,87.58369216,100,100,100,16.66600885,1.202409452,0.042779403,0.001515678,0.000587006,1.00E-08,1.00E-08,1.00E-08
490,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,15,15,100,45,45,100,1500,4500,0,0,0,150000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,47.91731508,98.83325284,100,100,55.23494851,8.15749553,0.44447753,0.015770338,0.000174854,1.00E-08,1.00E-08,1.00E-08
491,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,30,30,100,1,1,100,3000,100,0,0,0,300000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.458184514,0.016062115,0.000568731,2.01E-05,1.00E-08,1.00E-08,1.00E-08,1.00E-08
492,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,30,30,100,5,5,100,3000,500,0,0,0,300000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,97.76256161,100,100,100,2.263949708,0.105060155,0.00371955,0.000131767,1.00E-08,1.00E-08,1.00E-08,1.00E-08
493,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,30,30,100,15,15,100,3000,1500,0,0,0,300000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,92.29500063,100,100,100,6.166691324,0.343766455,0.012184923,0.000431674,1.00E-08,1.00E-08,1.00E-08,1.00E-08
494,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,30,30,100,30,30,100,3000,3000,0,0,0,300000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,89.3414908,100,100,100,10.46698524,0.66729657,0.023690274,0.000839302,1.00E-08,1.00E-08,1.00E-08,1.00E-08
495,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,30,30,100,45,45,100,3000,4500,0,0,0,300000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,78.68442667,100,100,100,41.85553917,3.193731653,0.12093118,0.004285666,0.007987409,1.00E-08,1.00E-08,1.00E-08
496,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,45,45,100,1,1,100,4500,100,0,0,0,450000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,0.42074515,0.014832527,0.000525162,1.86E-05,1.00E-08,1.00E-08,1.00E-08,1.00E-08
497,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,45,45,100,5,5,100,4500,500,0,0,0,450000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,100,100,100,100,1.578414721,0.056639436,0.002005566,7.10E-05,1.00E-08,1.00E-08,1.00E-08,1.00E-08
498,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,45,45,100,15,15,100,4500,1500,0,0,0,450000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,99.76073233,100,100,100,5.181213891,0.228446709,0.008093212,0.000286714,1.00E-08,1.00E-08,1.00E-08,1.00E-08
499,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,45,45,100,30,30,100,4500,3000,0,0,0,450000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,95.68577111,100,100,100,17.55557616,0.889669302,0.031502554,0.001116033,0.015567315,1.00E-08,1.00E-08,1.00E-08
500,100,100,5,5,rectangle,10000,large,1,1,75,8,2,0.5,4,45,45,100,45,45,100,4500,4500,0,0,0,450000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,80.85949521,100,100,100,25.83889377,1.927328632,0.068912288,0.002441787,0.005149327,1.00E-08,1.00E-08,1.00E-08
501,100,100,5,5,rectangle,10000,large,1,1,75,8,3,0.75,4,1,1,100,1,1,100,100,100,0,0,0,10000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,63.28465841,86.57756262,99.78206722,100,17.44989056,4.17900553,0.974866318,0.149176086,0.005724837,1.00E-08,1.00E-08,1.00E-08
502,100,100,5,5,rectangle,10000,large,1,1,75,8,3,0.75,4,1,1,100,5,5,100,100,500,0,0,0,10000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,24.88671352,24.83176557,21.32083844,14.47497917,70.3674323,82.78089926,90.91568147,96.61660284,0.050145227,0.026755828,0.045896828,0.103946391
503,100,100,5,5,rectangle,10000,large,1,1,75,8,3,0.75,4,1,1,100,15,15,100,100,1500,0,0,0,10000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,5.145558928,2.37794341,0.760811903,0.270551742,97.8872533,99.18363217,99.7207212,100,0.081558996,0.123509572,0.127765447,0.132052505
504,100,100,5,5,rectangle,10000,large,1,1,75,8,3,0.75,4,1,1,100,30,30,100,100,3000,0,0,0,10000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,2.818277288,0.872900513,0.351796236,0.117670388,97.66472487,99.10621462,99.99819699,99.51304263,0.093296245,0.115456814,0.133205313,0.133303258
505,100,100,5,5,rectangle,10000,large,1,1,75,8,3,0.75,4,1,1,100,45,45,100,100,4500,0,0,0,10000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,1.475113633,0.171530335,0.017651626,0.042394927,99.98199211,100,99.53777995,99.00251749,0.10996487,0.137609687,0.136988088,0.136409004
506,100,100,5,5,rectangle,10000,large,1,1,75,8,3,0.75,4,5,5,100,1,1,100,500,100,0,0,0,50000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,91.12885086,99.97545261,100,100,7.993432083,0.977901264,0.145879059,0.023325311,4.75E-05,1.00E-08,1.00E-08,1.00E-08
507,100,100,5,5,rectangle,10000,large,1,1,75,8,3,0.75,4,5,5,100,5,5,100,500,500,0,0,0,50000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,69.50367625,98.06235721,100,100,30.15471517,5.892750737,1.112432811,0.174222435,0.00571571,3.05E-06,1.00E-08,1.00E-08
508,100,100,5,5,rectangle,10000,large,1,1,75,8,3,0.75,4,5,5,100,15,15,100,500,1500,0,0,0,50000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,27.83546165,15.74067645,5.444781039,0.924613944,89.77927462,97.14428645,99.79398989,100,0.069543245,0.114592585,0.137527385,0.141228295
509,100,100,5,5,rectangle,10000,large,1,1,75,8,3,0.75,4,5,5,100,30,30,100,500,3000,0,0,0,50000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,11.72718801,3.190071931,1.039683727,0.596789286,98.27849565,98.54964873,99.55124215,100,0.108191657,0.134365684,0.126622715,0.137016374
510,100,100,5,5,rectangle,10000,large,1,1,75,8,3,0.75,4,5,5,100,45,45,100,500,4500,0,0,0,50000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,10.84610971,1.766558233,0.21541068,0.332039142,99.28716388,99.99617767,100,100,0.099204335,0.135974165,0.139162063,0.135081898
511,100,100,5,5,rectangle,10000,large,1,1,75,8,3,0.75,4,15,15,100,1,1,100,1500,100,0,0,0,150000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,98.81014131,100,100,100,2.46017371,0.300513853,0.046301316,0.007477665,6.10E-05,1.00E-08,1.00E-08,1.00E-08
512,100,100,5,5,rectangle,10000,large,1,1,75,8,3,0.75,4,15,15,100,5,5,100,1500,500,0,0,0,150000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,90.99139372,100,100,100,13.681237,2.2122119,0.328448531,0.052619209,1.43E-06,1.00E-08,1.00E-08,1.00E-08
513,100,100,5,5,rectangle,10000,large,1,1,75,8,3,0.75,4,15,15,100,15,15,100,1500,1500,0,0,0,150000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,57.31984341,57.05060023,39.79485319,11.44802877,72.00245211,70.36511619,95.74229481,98.77948375,0.003363562,3.10E-05,0.090183556,0.13058489
514,100,100,5,5,rectangle,10000,large,1,1,75,8,3,0.75,4,15,15,100,30,30,100,1500,3000,0,0,0,150000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,29.83170568,8.157593216,2.098293815,1.333601407,97.053573,99.35179345,99.21820732,99.67742519,0.106046134,0.133177114,0.127237344,0.136602304
515,100,100,5,5,rectangle,10000,large,1,1,75,8,3,0.75,4,15,15,100,45,45,100,1500,4500,0,0,0,150000,450000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,32.01424853,6.311336759,1.056890802,0.561463665,98.61752519,99.99639079,99.55210124,99.69851868,0.080441475,0.136023168,0.136658956,0.124036056
516,100,100,5,5,rectangle,10000,large,1,1,75,8,3,0.75,4,30,30,100,1,1,100,3000,100,0,0,0,300000,10000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,99.37515096,100,100,100,1.319995781,0.174902687,0.027169321,0.004390153,1.00E-08,1.00E-08,1.00E-08,1.00E-08
517,100,100,5,5,rectangle,10000,large,1,1,75,8,3,0.75,4,30,30,100,5,5,100,3000,500,0,0,0,300000,50000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,99.39774674,100,100,100,9.891311667,1.28927264,0.196558573,0.031661833,0.003300288,1.00E-08,1.00E-08,1.00E-08
518,100,100,5,5,rectangle,10000,large,1,1,75,8,3,0.75,4,30,30,100,15,15,100,3000,1500,0,0,0,300000,150000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,87.10936358,99.88875786,100,100,41.56704808,8.146681508,1.33004274,0.210048393,0.011080924,1.00E-08,1.00E-08,1.00E-08
519,100,100,5,5,rectangle,10000,large,1,1,75,8,3,0.75,4,30,30,100,30,30,100,3000,3000,0,0,0,300000,300000,0,0,0,100,0,1,100,0,1,0.5,0.5,0,0,0,0.01,0.01,0,0,0,0,0.2,0,0,0,0.04,0,0.05,0.05,70,70,0,0,0,0.01875,0.00125,0,0,0,0.1,0.1,0,0,0,0.01,0.5,0.02,0.113,0.25,0.25,0.25,0.25,all,600,5,77.56782725,99.90582503,100,100,33.98309196,9.588760925,1.629993484,0.25776909,0.000642529,1.03E-08,1.00E-08,1.00E-08
